0,49.2937
1,62.454
2,83.9321
3,88.6317
4,88.2067
5,85.8598
6,84.3489
7,79.8617
8,74.1336
9,71.0183
10,70.8517
11,65.2959
12,63.7547
13,64.9188
14,67.2531
15,69.9462
16,83.5631
17,98.3449
18,110.914
19,120.101
20,131.541
21,141.968
22,155.701
23,173.37
24,202.475
25,223.774
26,253.793
27,287.861
28,310.593
29,328.87
30,343.883
31,365.087
32,384.819
33,384.092
34,380.897
35,394.12
36,407.946
37,419.642
38,448.071
39,473.407
40,487.18
41,483.907
42,478.988
43,483.761
44,483.09
45,467.279
46,439.547
47,411.267
48,381.566
49,342.027
50,310.423
51,296.318
52,265.953
53,222.957
54,197.462
55,182.552
56,167.101
57,157.149
58,145.094
59,138.042
60,137.45
61,139.079
62,147.258
63,163.052
64,179.778
65,183.527
66,165.444
67,159.697
68,195.386
69,264.844
70,291.767
71,271.101
72,240.215
73,252.46
74,290.126
75,295.085
76,270.672
77,232.094
78,226.479
79,249.835
80,254.215
81,261.79
82,275.135
83,272.175
84,254.594
85,242.945
86,232.639
87,239.477
88,258.611
89,253.967
90,229.363
91,231.808
92,243.052
93,261.736
94,284.145
95,288.888
96,267.854
97,240.333
98,208.719
99,190.69
100,206.873
101,237.89
102,252.454
103,261.291
104,282.152
105,296.753
106,294.93
107,285.333
108,260.695
109,237.323
110,216.332
111,179.117
112,149.461
113,138.622
114,130.174
115,129.467
116,144.261
117,167.822
118,194.886
119,214.415
120,215.527
121,214.047
122,204.725
123,185.081
124,159.13
125,139.989
126,124.804
127,102.042
128,90.6453
129,95.5394
130,110.5
131,131.705
132,151.697
133,173.391
134,197.115
135,215.138
136,215.798
137,203.174
138,189.786
139,177.745
140,159.965
141,140.678
142,117.315
143,104.187
144,107.238
145,118.075
146,131.111
147,149.31
148,176.853
149,207.015
150,228.576
151,228.42
152,217.028
153,197.513
154,171.844
155,150.975
156,149.829
157,149.089
158,135.661
159,117.439
160,110.365
161,105.812
162,107.498
163,103.059
164,119.56
165,140.247
166,165.327
167,176.076
168,182.283
169,183.945
170,177.244
171,167.474
172,171.096
173,154.775
174,142.806
175,136.125
176,132.035
177,130.75
178,132.062
179,141.781
180,144.269
181,163.888
182,182.063
183,191.461
184,190.468
185,193.75
186,192.721
187,186.708
188,181.006
189,165.139
190,151.039
191,138.135
192,121.657
193,124.384
194,141.102
195,147.631
196,151.587
197,173.213
198,209.11
199,228.913
200,236.751
201,244.965
202,243.822
203,233.025
204,219.822
205,212.502
206,208.346
207,190.408
208,172.534
209,152.31
210,140.538
211,144.352
212,157.687
213,169.029
214,180.017
215,198.785
216,216.227
217,233.26
218,236.641
219,226.482
220,222.294
221,211.647
222,195.789
223,180.341
224,162.89
225,157.664
226,178.288
227,194.417
228,207.019
229,233.159
230,249.06
231,233.33
232,201.516
233,194.821
234,173.737
235,158.946
236,156.377
237,168.789
238,191.494
239,208.423
240,235.494
241,265.018
242,280.215
243,276.425
244,254.778
245,238.674
246,208.415
247,186.104
248,167.764
249,157.928
250,160.559
251,180.613
252,201.436
253,217.434
254,239.943
255,257.194
256,258.512
257,241.491
258,215.094
259,197.572
260,184.033
261,179.913
262,202.698
263,205.739
264,216.096
265,231.217
266,247.799
267,263.707
268,261.177
269,240.301
270,218.928
271,198.493
272,180.004
273,164.324
274,168.822
275,186.719
276,209.439
277,215.607
278,231.244
279,252.757
280,268.617
281,257.461
282,244.218
283,227.733
284,216.845
285,208.345
286,200.88
287,202.545
288,205.754
289,211.428
290,218.398
291,225.625
292,226.733
293,221.895
294,214.78
295,207.353
296,199.811
297,191.32
298,185.223
299,179.871
300,172.389
301,164.835
302,157.546
303,153.063
304,150.989
305,147.531
306,141.778
307,139.453
308,137.9
309,135.441
310,132.597
311,129.961
312,127.87
313,122.647
314,117.33
315,115.647
316,113.305
317,106.568
318,104.522
319,105.161
320,99.6498
321,98.1774
322,98.0246
323,95.198
324,96.3335
